"Avocados: U.S. imports by value ($1,000)",,,,,,,,,,,,,,,,,,,,,,,,,
"Avocados: U.S. imports by volume (1,000 pounds)",,,,,,,,,,,,,,,,,,,,,,,,,
Avocados: U.S. imports unit value ($ per pound),,,,,,,,,,,,,,,,,,,,,,,,,
Avocados: U.S. import sources by value,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados: U.S. import sources by volume,,,,,,,,,,,,,,,,,,,,,,,,,
"Avocados: U.S. exports by value ($1,000) ",,,,,,,,,,,,,,,,,,,,,,,,,
"Avocados: U.S. exports by volume (1,000 pounds)",,,,,,,,,,,,,,,,,,,,,,,,,
Avocados: U.S. exports by unit value ($ per pound),,,,,,,,,,,,,,,,,,,,,,,,,
Avocados: U.S. export destinations by value,,,,,,,,,,,,,,,,,,,,,,,,,
Avocados: U.S. export destinations by volume,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Textbox119,Textbox131,Textbox21,qq3,Textbox23,Textbox124,gen val mo_label,gen val mo_Chart4_CategoryGroup_label,gen val mo_Chart4_CategoryGroup_Chart4_CategoryGroup1_label,gen val mo_Chart4_CategoryGroup_Chart4_CategoryGroup1_Value_Y,stat_year3,gen_qty_mo8,gen_qty_mo9,gen_qty_yr3,,,,,,,,,,,,
,,,,m_usd,prep,gen val mo,2014,7,15207.323,,,,,,,,,,,,,,,,
,,,,m_usd,prep,gen val mo,2014,8,15329.139,,,,,,,,,,,,,,,,
,,,,m_usd,prep,gen val mo,2014,9,13729.155,,,,,,,,,,,,,,,,
,,,,m_usd,prep,gen val mo,2014,10,14806.667,,,,,,,,,,,,,,,,
,,,,m_usd,prep,gen val mo,2014,11,13070.614,,,,,,,,,,,,,,,,
,,,,m_usd,prep,gen val mo,2014,12,15312.168,,,,,,,,,,,,,,,,
,,,,m_usd,prep,gen val mo,2015,1,17188.232,,,,,,,,,,,,,,,,
,,,,m_usd,prep,gen val mo,2015,2,14644.127,,,,,,,,,,,,,,,,
,,,,m_usd,prep,gen val mo,2015,3,14535.529,,,,,,,,,,,,,,,,
,,,,m_usd,prep,gen val mo,2015,4,17538.588,,,,,,,,,,,,,,,,
,,,,m_usd,prep,gen val mo,2015,5,17917.314,,,,,,,,,,,,,,,,
,,,,m_usd,prep,gen val mo,2015,6,19631.41,,,,,,,,,,,,,,,,
,,,,m_usd,prep,gen val mo,2015,7,17602.767,,,,,,,,,,,,,,,,
,,,,m_usd,prep,gen val mo,2015,8,16584.252,,,,,,,,,,,,,,,,
,,,,m_usd,prep,gen val mo,2015,9,15911.214,,,,,,,,,,,,,,,,
,,,,m_usd,prep,gen val mo,2015,10,18499.289,,,,,,,,,,,,,,,,
,,,,m_usd,prep,gen val mo,2015,11,17560.069,,,,,,,,,,,,,,,,
,,,,m_usd,prep,gen val mo,2015,12,17385.566,,,,,,,,,,,,,,,,
